queueVersion,queueChecksum,word,candidateId,length,reviewerId,reviewedAt,source,class,confidence,note
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ACQUISITION","d7beee299b94d60c","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ACQUITTING","e1b44a7db87a6932","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ACUPRESSURE","cf5170f2c5c23ce2","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ACUPUNCTURISTS","cf4b7419ee0e1631","14","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ACYL","35791aed245d8a3e","4","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ADDICTIONS","39308143aba81206","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ADJACENT","4490ab650642ee30","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ADMONITIONS","f69899aabf7f74a9","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ADVERSITIES","0c22851389b2fcf4","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ADVERTED","471e35599ca47a75","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AERODYNAMICS","1f992352f594cd8f","12","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AESTHETICS","1e9edd2a6743b8a0","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AFFLICT","cd3ca95f01f7e10a","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AFFLICTED","e11a9a9b6bccee0a","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AFT","58bc93ea10ea8860","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AGERATUM","e1a5fc89c4f73124","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AGGRO","8943acb3b5d1f422","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AGREE","483c09f43e798d05","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AHA","cda9a001dd277593","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AID","1f177ad21d09fbb2","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AINU","a8fe226f02f8cb4e","4","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AIRWAYS","406ab08712a18627","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AIRWORTHINESS","111833fd1450d4f8","13","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AITCH","97dd2842575a2f62","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALB","b30285c308784040","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALE","eac071330a73e671","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALERTLY","51c19fec4843916f","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALGAL","9d46d3683d896292","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALI","5d7633e299d0ffb8","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALIENATION","b1ef6a62c8938d86","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALIGHTED","fac4a6f73180fd88","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALL","0848219887a51155","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALLELUIA","797e34b93387d261","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALT","5294f9cd2fb0a5a4","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALTERATION","247bc4128f531d79","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALTO","7711286e10f4f939","4","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ALUM","1204e2b9e131fea9","4","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AMASSES","89debabc9b71e688","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AMENDMENTS","58f814b9db635709","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANATHEMA","82b6f4bf868f117a","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANCESTRESSES","9c65bec168de9c54","12","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANCHOVY","5e761d3113ffaf74","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANGELFISH","3e7dd00a525b474e","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANGLOPHILES","a8e33cb01440555a","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANIMADVERT","8f4d2ddbd90b0978","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANNIHILATING","a60bbdda0b31aff3","12","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANNOYANCE","2c123156da956ef2","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANNUITIES","8d5da9944e30cee6","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANOREXIC","51681a7543e6d8c1","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTENNAE","6166eac21ca53df7","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTENNAS","db0a625ce4362735","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTHROPOIDS","ac634effb1351d2d","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTIFEMINIST","e8ab3b617692d583","12","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTINUCLEAR","d53cbfc72f501f5c","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTIQUATED","1dddcd241e13890d","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANTIVENIN","1e44cce53001d0b3","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANY","4fbc9d9661990bdf","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ANYHOW","1919d56e0cf0d9c2","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APIARISTS","9909c3ec0e096420","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APP","21f7df43e943030d","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APPENDIXES","884215cec9e3e72b","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APPLET","7a02452c3e0a3bf5","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APR","ce25fb83b98eaa9a","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APRILS","7de2eac600629a01","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","APT","606f8ca78a9c6bdc","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AQUATICALLY","2307e1d0a0f8de93","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARARAT","6bf39a0819aad008","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARBITRATES","679ef78952d55d57","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARBORVITAE","b04544cd160eb4f6","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARCHIVISTS","3fe443672968e4ef","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARE","bd9a083d159a6a84","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARRANGE","5b946dcdda81ed44","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARTIFACT","7e372203d17790ba","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ARTY","e31712d653bb9108","4","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASCERTAINED","5fa39a794287643d","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASK","f8ed8a2f7fcf9366","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASKED","6fa73b9e8565135a","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASP","e94b4bb6b421e57d","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASPARTAME","392249798df93c07","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASPERSIONS","37f29a3d6cadcc1b","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASPIRATOR","c690295e3d0edfdd","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASSOCIATING","ed8e20ea5f928d40","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASSUAGES","32a97073a43bb166","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ASSURING","3ca8257e087b05e4","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATHEIST","a7b02e77af91c27d","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATHLETIC","6895e165ef75286f","8","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATM","437fbac7ec69d4ff","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATP","45945ac958999fc8","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATRIAL","d0ccb164333130cc","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATROPHY","bc10c255ca49a2b2","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATTESTATION","8f69564219f46896","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","ATTRACTIVE","7d0ba6a6636ee196","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUG","d1ca38fe0daa008a","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUGHT","04c633e324afad96","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUK","28aeeada3522a380","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUSTEREST","4e538a7f48247882","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUTHORITATIVELY","150bbab16e43314c","15","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUTOCRACIES","7eddb42543abeb1b","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AUTOMATIZE","57c55c5ca285b132","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AVATAR","31ad86b9cfb7c06c","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AVERAGING","fa2e25d98dc50a49","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AWFULLEST","91a1a7c222aa9195","9","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AWL","0603188b3fe9dd68","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","AZT","8435ffb93b396e91","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BAA","aaf887aae0acf965","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BABA","017eb6ac89dcd3a6","4","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BACCHANALIA","aeef06d8572b6c48","11","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BACKBITERS","db16931272816e0c","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BACKLOGGED","eb4a16b034f1851a","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BADNESS","6af38b2f3d729a52","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BAH","cd5bb066b54fc33f","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BAIRN","2eb2905731e0bcb8","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BALDIES","ea89d7465d0207b5","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BALONEY","45a418d6137af291","7","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BALZAC","4b8f98c6385294f5","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BANISHMENT","d16e95bed4c95e4f","10","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BANJO","3edd94d8f04e40ab","5","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BANTAM","eb60e656fb3deec6","6","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BAR","9a8b7d1157b8b1ad","3","","","human-review-v1","","",""
"human-golden-queue-v1","30e9d84fc23034ccb0eabac97f9e8f05b18f4218585e308b703346c2cd768ceb","BARB","101bae691f60ae31","4","","","human-review-v1","","",""
